TS	Initial_Agreement	Final_Agreement	SD_Final_Agreement	DRSQ_Training	DRSQ_Test	M_coeff_a	SD_coeff_a	Low_coeff_a	High_coeff_a	M_coeff_b	SD_coeff_b	Low_coeff_b	High_coeff_b	M_coeff_c	SD_coeff_c	Low_coeff_c	High_coeff_c	M_coeff_d	SD_coeff_d	Low_coeff_d	High_coeff_d	M_coeff_e	SD_coeff_e	Low_coeff_e	High_coeff_e
Thu Jul  4 10:44:10 2019	3.2901242092895964	3.6069567902924624	0.026277415269653284	7.785502775821842	5.801247261121924	0.004410854255076703	0.023318894636698097	-0.03427907039339695	0.04361337042027018	0.011364624610410885	0.013737983392843295	-0.012648640385657389	0.03768589573248753	0.029013943246450413	0.00391000852343235	0.02316649330393942	0.03569638704352662	1.0653174929662625	0.08981330980179879	0.9326489989150311	1.1742626383181065	0.012253964162181686	0.0030730946295050446	0.005913329994900276	0.017465198332033305
Thu Jul  4 10:46:22 2019	3.348333830733774	3.704853292459374	0.01732382669263027	9.05345644193192	5.237599304398273	-0.0050202901630781276	0.025157830508507874	-0.05640755907983123	0.03294104531192112	0.008406551379388295	0.014653856185813654	-0.013330013600794293	0.03472318150539135	0.030986164884507297	0.0036479571906212205	0.02546343124173313	0.038401647423021074	1.061825631215854	0.09577658161043033	0.9143256193024094	1.184525446342775	0.013040462043355718	0.0027107489047269876	0.008996974486858137	0.018109520658362074
Thu Jul  4 10:48:25 2019	3.9980966969970937	4.336737854062423	0.011968027289937753	7.706873285092581	7.122057842920661	-0.010145552480644398	0.023616541156242433	-0.04563997843084272	0.017346710526660196	0.006125714217072958	0.013502739931305244	-0.013330013600794293	0.02667514677260666	0.03089953487491073	0.0034370932028797616	0.025343308626794667	0.038401647423021074	1.0809851273689715	0.12149378076226701	0.9143256193024094	1.3870145036244879	0.013067722922345421	0.002656771187631411	0.009398553261192915	0.018109520658362074
Thu Jul  4 10:50:30 2019	3.6683033003739514	3.965441492636102	0.013277523307189948	7.469813586495136	7.5202244299637195	-0.00858750338790719	0.01995945074672397	-0.03847995673037355	0.02525917893606947	0.013548969337888737	0.01438022361260757	-0.008579564499526451	0.038814761444811094	0.03027112313723011	0.0028416038406753295	0.025343308626794667	0.036195089446461666	1.111439548411586	0.15288085405110508	0.9143256193024094	1.3870145036244879	0.012361346235045013	0.0025533856030829846	0.008716720897449907	0.017404999465673622
Thu Jul  4 10:52:39 2019	3.149286084183986	3.367072236860274	0.004824074233487005	6.496205627987729	8.653605484888093	-0.002293802703173685	0.01596488141268863	-0.02704335923836377	0.02525917893606947	0.01814276049956779	0.012824933752806246	-0.002024461444194262	0.038814761444811094	0.030176649136114207	0.0022856969507853153	0.025363673835018658	0.0346341758722798	1.1564797301658778	0.18925152827025393	0.9126794456388166	1.4745215161682756	0.011629225255782801	0.0024014828754339	0.008258521960465531	0.01631443219397654
Thu Jul  4 10:54:45 2019	3.2680816451447234	3.5698399737963493	0.013816439947923694	8.49689630527207	6.396365696336733	-0.009690419671073739	0.020381431976542515	-0.03948652556875318	0.020167421822352184	0.019234506254001953	0.012503824296040574	0.0014280137798099845	0.04520263234550436	0.031077643784162477	0.0023409578058127775	0.028117218599246385	0.0346341758722798	1.1512193070149068	0.19765227725041007	0.8106742219904127	1.4326232596131607	0.011516245408361282	0.002339463839727224	0.008051630582346352	0.015687020274321558
Thu Jul  4 10:56:55 2019	3.972304432657577	4.223308692937809	0.02205354757078154	6.097695855244325	8.607128968765771	-0.025581907546201103	0.024360336414012806	-0.06827018795316096	0.01960986202729962	0.019545629721852708	0.014199652208872855	0.0017419280257971563	0.05054413405525478	0.03093925992057025	0.002339849828501728	0.02779738684808307	0.03458918216569267	1.1708141333954403	0.20633721437409547	0.8106742219904127	1.4767812944047045	0.010555298513761437	0.0027652316496182333	0.006096383967395647	0.015559736552889884
Thu Jul  4 10:58:55 2019	3.5512161238788478	3.832756478801241	0.01420112787185501	5.8822017708099725	7.669060817332508	-0.03717868132600146	0.018361749641999464	-0.06827018795316096	-0.006531832008954219	0.021905272085545668	0.013835059785063813	0.0017419280257971563	0.05054413405525478	0.030572983957428537	0.001981590512953543	0.02779738684808307	0.033971399176044005	1.1627906062668574	0.17036772127347213	0.8932156513480342	1.4708840856822865	0.009447042649860413	0.0027536214882021522	0.005557426338858444	0.013780924475374554
Thu Jul  4 11:01:11 2019	3.6492066788649353	3.9589738120437477	0.016381794405982558	7.752792313091089	7.3916146144714645	-0.03519213664734018	0.02004468237193507	-0.06827018795316096	0.0017845020016111351	0.02913272152221123	0.018288063851689896	0.007450146817869329	0.07007068591233667	0.0307926975249823	0.0018824258862708743	0.028278784611229266	0.03499256260454221	1.1865144820584912	0.14632826335411148	0.951904435106582	1.4708840856822865	0.008823313352938239	0.00242794602997994	0.005600981809585401	0.012299301304606085
Thu Jul  4 11:03:24 2019	3.7357551721808155	4.089089424156486	0.032493715064143364	8.753116602535709	6.609703483338178	-0.03059575818140281	0.020552237789412012	-0.06476354958836916	0.007358381618095371	0.039753551175071136	0.0177981376588082	0.017535685680019543	0.07007068591233667	0.031086824994541924	0.002119222755984948	0.02842339658215857	0.035426162648105976	1.1914797182122336	0.13254486999977924	0.951904435106582	1.3881298992322	0.00945771507801688	0.002490252245341394	0.00581448392239459	0.012299301304606085
Thu Jul  4 11:05:38 2019	3.7910534680680823	4.011338906621718	0.016908610961347135	5.536091676826295	9.280728184413835	-0.034090708445333656	0.023166732927882797	-0.0719798870371214	0.0017845020016111351	0.04138273422777654	0.01471472227848758	0.018474533704639386	0.0673606210840138	0.030898267136878557	0.0021303392298230805	0.028268321782752657	0.034805578039074456	1.2301059384185922	0.141064687650169	1.0313407704785151	1.499868981533405	0.008879757807198031	0.0027122930578474154	0.005128548950642811	0.012398244323227373
Thu Jul  4 11:07:51 2019	3.577415910843775	3.8708361714681434	0.013666239636054699	7.493523721223232	7.627095960452845	-0.036716959421013	0.022295569046049638	-0.0719798870371214	-0.005694158579498464	0.038966252336417324	0.014386590560997446	0.01773105570485349	0.06548444044783669	0.030980436465460868	0.0023130042582797557	0.02792104588805957	0.036001251911955884	1.2587614820014332	0.13841999318530754	1.0629581382903859	1.499868981533405	0.008829478723968814	0.003160665981198813	0.004038158894651828	0.014176912284677875
