Timestamp	M_Result	SD_Result	Low_Result	Hig_Result	M_coeff_a	SD_coeff_a	Low_coeff_a	Hig_coeff_a	M_coeff_b	SD_coeff_b	Low_coeff_b	Hig_coeff_b	M_coeff_c	SD_coeff_c	Low_coeff_c	Hig_coeff_c	M_coeff_d	SD_coeff_d	Low_coeff_d	Hig_coeff_d	M_coeff_e	SD_coeff_e	Low_coeff_e	Hig_coeff_e	
Fri Jul  5 03:11:16 2019	4.3693972381459565	0.00690839208452735	4.353804722590404	4.378673529477615	-0.330523507007629	0.018036423929652948	-0.3554411983535387	-0.30356011137587696	0.26180161824955234	0.01123336512201209	0.24273896561689043	0.2825052433111337	0.04690856964119121	0.0025071861941465983	0.04308920432843105	0.05222828346184465	1.4210926596015336	0.3640403032978414	0.8635832794483103	2.1469327033828645	-0.00475184632689716	0.0026434844233086375	-0.008245480549761012	0.0010200730762416864	
Fri Jul  5 03:12:20 2019	3.910608366012061	0.01214863075995607	3.888638512885647	3.9244425404352445	-0.3314251203424571	0.018474865658769556	-0.3558937036524233	-0.3029276355269854	0.26057116323650303	0.011697762508387177	0.2394452480072054	0.27996321077656305	0.04597560157653183	0.0022026722215686095	0.041404590624255694	0.04966463961644065	1.3970729428517885	0.408671213072991	0.8128006019193008	2.1469327033828645	-0.004979887639517493	0.002607087767362154	-0.008493961984837154	-0.0004910955397570737	
Fri Jul  5 03:13:20 2019	3.913413822623925	0.013574115182284342	3.8848224688824486	3.9262107687714423	-0.33247407217006925	0.018712098662628154	-0.3558937036524233	-0.3029276355269854	0.25848732703832294	0.011715893820659812	0.23747774043647374	0.2775494503619561	0.04527233262622947	0.0024067920538070335	0.04129125681104123	0.04854337803626796	1.4155816809662354	0.4147424597464365	0.8635832794483103	2.1469327033828645	-0.005300888226408441	0.002661874917397857	-0.008636191816721159	-0.0004910955397570737	
Fri Jul  5 03:14:24 2019	3.990164115330942	0.00674763661875671	3.9746273576346147	3.997944402156478	-0.3293794881800448	0.01946962875616207	-0.3554411983535387	-0.29429659974219347	0.25711856846666914	0.011447899881897197	0.23747774043647374	0.27681956386666884	0.044612845914486686	0.0027846647586847436	0.040675994346550226	0.048483056960682336	1.4907162509148608	0.4287865432538674	0.8995374260505757	2.4916802256654496	-0.005596177414588235	0.002289116388701178	-0.008636191816721159	-0.0005409679332188388	
Fri Jul  5 03:15:21 2019	3.989905841615352	0.008248971026394578	3.9671973833825125	3.9989801736026305	-0.3279574128838109	0.01785037247888132	-0.3549381006359729	-0.2976220040350823	0.2557008366646152	0.011247964071522006	0.23747774043647374	0.273648424933688	0.044272967295806306	0.002652622964758294	0.04045558097318014	0.047522633940915694	1.4729408402736324	0.4200700554827499	0.9036021309477621	2.4916802256654496	-0.0055721662694530084	0.0022970590279859614	-0.00887318628667988	-0.0005409679332188388	
Fri Jul  5 03:16:26 2019	4.210859850527319	0.01022870183689927	4.184201375515627	4.223273774891481	-0.33001588368524776	0.01769902991899371	-0.3558937036524233	-0.2976220040350823	0.2537130137595979	0.010860291445677038	0.2344065441750804	0.2690102604875667	0.043769566755045966	0.002640042364381401	0.04045558097318014	0.047379899802822575	1.4197024364688688	0.4301133109853809	0.8127645068011333	2.123837011092033	-0.005847443528263487	0.002178060804676196	-0.009236022816139614	-0.002538029179994413	
Fri Jul  5 03:17:24 2019	4.212591728997349	0.013823598192792677	4.189751314138364	4.223273774891481	-0.328675696054446	0.016933266993611074	-0.3554160704672307	-0.2976220040350823	0.25432982794579984	0.010899883035801467	0.2344065441750804	0.2693713383837206	0.04339391552682127	0.002695953722872507	0.03859766353725848	0.04718566014461117	1.3722086361078458	0.3995529671987088	0.8127645068011333	2.0309766696484437	-0.0058027424111019195	0.002276001683901671	-0.00934465363475469	-0.002811829088956011	
Fri Jul  5 03:18:29 2019	3.6835904167696807	0.00880661932606645	3.6705515494165732	3.692615707848357	-0.3264954890317376	0.01619743738528766	-0.3548495312920034	-0.2976220040350823	0.25606851358264265	0.011217636634656367	0.2344065441750804	0.27545032831612654	0.04354497859777925	0.002553062429071643	0.03976532137080578	0.0471098324412844	1.3189442440409038	0.43364955976529845	0.7463079718648483	2.015173365349491	-0.005638707027558652	0.002319604762584624	-0.00934465363475469	-0.002811829088956011	
Fri Jul  5 03:19:28 2019	3.6834652208157572	0.010884573306383954	3.6551849364698494	3.692893610065559	-0.3273055861373865	0.014731611174173768	-0.3548495312920034	-0.2976220040350823	0.2553402715476978	0.011547746394923685	0.23545537788360874	0.27545032831612654	0.04407094068350295	0.0023635106468307765	0.040125260441935616	0.04751642537187766	1.2966827143936965	0.39677062019792986	0.8127645068011333	1.9489155404650476	-0.005836086373891643	0.0021888389126279444	-0.00934465363475469	-0.0016971881344097243	
Fri Jul  5 03:20:34 2019	4.203060186627692	0.009954526087891939	4.182330434719113	4.220696646894931	-0.32512317292032655	0.01949568487594176	-0.3548495312920034	-0.2888798624708312	0.2563185639753923	0.011403972782151156	0.23638670214362745	0.27545032831612654	0.044209388764583885	0.0025220277549302984	0.040125260441935616	0.04810185751577525	1.3037191525161738	0.42211739097129836	0.7463079718648483	1.9590740558411452	-0.005895614341220527	0.0023097428838313714	-0.009341865970277106	-0.0016373040272655683	
Fri Jul  5 03:21:33 2019	4.20760984003347	0.009550204606847293	4.19128050527467	4.220696646894931	-0.31876135717617154	0.022651227236878627	-0.3434086378967306	-0.28063554922302286	0.25776841719104726	0.010650589177149816	0.23717494354368537	0.27545032831612654	0.04443101534706949	0.002397940119026906	0.04067137340937206	0.04810185751577525	1.2890232011536502	0.4308107048518038	0.7426863468833254	2.0297116633571757	-0.00579259458427957	0.002221205313989618	-0.008876667565680244	-0.0016373040272655683	
Fri Jul  5 03:22:37 2019	3.9727320451196104	0.009658476512200176	3.945290245405273	3.982627499924991	-0.3146489290909407	0.021819471139434006	-0.33911882087271406	-0.28063554922302286	0.2571262261825123	0.010140854248467623	0.2403383442220544	0.2735122064261244	0.04469830356048747	0.001984184002573767	0.04164293540080269	0.04810185751577525	1.3218560872347245	0.4132210077301602	0.7426863468833254	1.9590740558411452	-0.005906526534973466	0.002204805272263551	-0.008876667565680244	-0.0016373040272655683	
