intnum	sex	age	Zeitung_W1	TV_W1	Zeitung_W2	TV_W2	Zeitung_W3	TV_W3	Einstellung_W1	Einstellung_W2	Einstellung_W3	Einstellung_Pro1	Einstellung_Pro2	Einstellung_Pro3	Cert1	Cert2	Cert3	Media_Reliance	Disk_Reliance	dim_bildung	dim_x	dim_y	dim_lr	dim_spr
34117	1	69	15	2	2	15	1	15	5	1	5	-1.18818050407806	-.706421988009283	-.497107422133516	.6	.8	.4	.733333333333333	.8	.6	6.88	2.41	0	1
34174	1	21	31	5	5	31	7	31	3	4	8	-.254617844940113	.0147127398566021	-.630196326758146	1	1	1	.666666666666667	.6	.6	5.4	1.55	-.4	0
34244	1	77	13	2	2	13	2	13	1	2	5	-1.60559365672887	-.935886861117247	-.874331762398364	1	1	1	.8	1	1	6.82	2.48	0	1
34263	2	21	32	1	1	30	1	30	4	3	3	-1.42255784014648	-.977267580136532	-.879522564171139	.4	.6	.8	.6	.4	.6	6.61	1.87	-.8	1
34292	1	25	24	3	9	31	9	31	6	4	1	-1.15098182525284	-.9979478636204	-1.86881447147114	.6	.6	1	.533333333333333	.2	.8	5.67	1.81	-.6	0
34356	2	61	23	6	 	 	 	 	7	 	 	.392119842748398	 	 	.8	 	 	.933333333333333	.6	.6	7.46	2.54	.4	1
34430	1	48	25	3	 	 	 	 	7	 	 	.286685954292853	 	 	.4	 	 	.6	.6	.4	5.56	1.45	.2	0
34464	2	60	32	6	1	15	1	32	5	2	3	 	-.539915000485707	-.774603210553176	1	.6	.8	.8	.2	.6	7.63	2.02	0	1
34467	1	82	21	1	1	15	1	21	6	8	7	-.830300620779765	.166976417725257	-.411619596269061	.8	.8	.8	.8	.4	.6	7.105	2.235	0	1
34517	1	53	15	2	2	15	 	 	10	10	 	1.1384877816132	.298789349338759	 	1	1	 	1	.866666666666667	1	7.01	2.7	0	1
34616	1	75	33	2	5	31	2	32	5	5	5	 	-.181572526594184	-.7515179608872	.4	.8	.6	.666666666666667	.4	.6	5.74	2.3	.4	0
34682	1	33	30	2	2	22	 	 	10	6	 	-1.24633189664232	-.47444445746565	 	1	.6	 	.8	.4	.6	7.44	2.69	0	1
34779	2	60	32	1	2	21	2	30	10	10	10	1.76135682281542	2.15423753217718	1.1356512784125	1	1	1	1	.866666666666667	.6	6.51	2.28	0	1
34952	2	79	19	1	1	19	1	31	1	1	5	 	-.379000384473921	-1.51601212777541	1	.6	1	.733333333333333	.6	.6	6.11	2.6	0	1
34974	2	21	17	1	 	 	 	 	10	 	 	.83184589165417	 	 	1	 	 	.6	.2	.6	5.97	1.99	0	1
34994	1	61	23	2	9	23	2	30	10	9	9	1.42701796082992	1.05231417622098	1.01902717464813	1	1	1	.666666666666667	.8	.6	7.25	2.7	.6	1
35063	1	36	15	2	1	15	-99.99	15	6	6	8	-.072619738593685	.158580543133274	.341780689834904	1	.8	.8	.666666666666667	.2	.6	6.96	2.65	0	1
35064	2	30	26	7	7	26	 	 	1	2	 	-2.20083869679269	-1.77589256335053	 	.8	1	 	.866666666666667	.2	1	4.99	1.15	-.6	0
35084	2	73	15	2	2	16	9	15	10	10	5	.47280392056401	.950881353556826	.862587283752114	1	1	1	.733333333333333	.7	.6	6.85	2.36	.6	1
35139	1	40	14	-99.99	-99.99	13	-99.99	13	3	3	3	-.528557518078042	-1.21845031090624	-.701864621856551	.8	.6	.8	.733333333333333	.2	.8	7.46	2.54	.4	1
35149	1	30	31	8	9	26	8	26	5	5	3	-.87597932136704	-1.33068199363192	-.736686592889138	.6	.8	1	.733333333333333	.2	1	4.99	1.17	-.4	0
35155	2	64	30	2	2	11	 	 	7	5	 	.459257294506376	.189081168248083	 	.8	.8	 	.8	.5	.6	6.82	2.48	0	1
35191	1	70	20	6	2	20	6	32	10	10	10	1.18461532115132	1.32885935653681	1.39601910935587	1	1	1	.8	.7	.6	6.14	1.77	-.2	1
35192	2	48	11	2	2	20	1	-99.99	1	10	8	1.06976284528928	1.84071979960347	1.5084624927714	.2	1	.8	.733333333333333	1	.4	6.28	2	0	1
35200	1	65	21	6	6	21	1	21	2	2	1	-1.19999195527091	-.844082438215699	-1.2695657773341	1	.8	1	.533333333333333	.5	.6	6.51	2.28	-.6	1
35206	2	24	18	2	2	13	 	 	6	6	 	.591788565309955	.237375011662929	 	.6	.6	 	.6	.2	.8	6.66	2.59	0	1
35222	2	73	22	1	6	22	2	22	1	1	1	-2.01113764465535	-1.35911693073062	-1.43563388797542	1	1	1	.733333333333333	.2	.4	7.83	1.81	0	1
35253	2	80	31	7	5	26	7	26	7	5	 	-.241975100034352	.477741606736346	-.0303403727587998	.6	.6	.2	.866666666666667	.2	.2	4.99	1.17	0	0
35302	1	66	32	1	2	32	 	 	10	5	 	.972883297167088	.657990139136969	 	1	.6	 	.6	.4	.6	7.62	2.51	0	1
35363	2	69	30	1	6	30	6	15	10	10	10	.979439760613781	1.64390605439114	1.16378263779269	1	1	1	.866666666666667	1	.6	6.82	2.48	.4	1
35421	2	36	26	5	5	26	 	 	10	10	 	.397173794586623	.33575911016239	 	.8	.8	 	1	.4	1	4.99	1.17	0	0
35460	2	72	-99.99	7	 	 	 	 	5	 	 	-2.26523803910222	 	 	1	 	 	.466666666666667	.2	.4	5.59	1.21	-.6	0
35471	1	53	13	2	2	14	 	 	10	10	 	1.05432529588222	1.00761573659294	 	1	1	 	.8	.733333333333333	.6	5.17	1.47	.2	0
35548	2	32	30	1	1	31	 	 	6	5	 	-1.14572683750668	-1.68949956036318	 	.2	.6	 	.733333333333333	.8	1	5.97	1.99	-.4	1
35587	1	26	11	1	1	11	 	 	4	6	 	-.350658913003087	-.66990793944139	 	.6	.8	 	.8	.666666666666667	.6	6.14	1.77	-.8	1
35641	1	71	23	1	 	 	 	 	10	 	 	.372078750774784	 	 	1	 	 	.933333333333333	.5	.6	7.36	2.53	0	1
35659	2	66	31	6	6	13	6	30	10	8	8	1.48027628121616	.581441802616226	.618662252699919	.8	.8	1	.733333333333333	.9	.6	7.02	2.47	0	1
35664	2	48	30	2	6	32	2	19	7	9	10	-.105081708293074	1.01761218000384	.735305842047132	.8	1	1	.8	.4	.6	6.34	2.52	.4	1
35740	2	23	30	2	2	30	2	32	10	8	7	.240246814309654	-.12236635437781	-.510867390905624	1	1	.8	.733333333333333	.266666666666667	.8	6.52	2.14	.2	1
35840	2	65	18	6	6	14	9	13	4	5	8	-1.06205302299819	-.908044046368156	-.171583915720737	1	.8	.8	.8	.5	.8	6.42	2.51	0	1
35869	2	71	32	2	2	30	2	-99.99	10	9	8	1.41227555575668	1.13912129134417	1.01896198572011	1	1	1	.866666666666667	1	.6	6.82	2.48	.6	1
35889	1	71	11	6	2	11	2	33	5	7	4	-.264538620643696	.131435499198759	-.147862884846975	.6	1	.8	.466666666666667	.2	.6	6.82	2.48	-.4	1
35928	2	63	24	3	5	24	5	24	5	8	10	.452087355721637	.664801576614105	.522121532098563	1	.6	.8	.866666666666667	.6	.6	5.62	1.06	-1	0
35948	2	59	15	2	2	15	2	15	1	1	1	-2.41708483966753	-1.78229877641154	-2.10112216182905	1	1	1	.866666666666667	.9	.6	6.94	2.28	0	1
35956	1	45	30	1	 	 	 	 	7	 	 	.578160946348488	 	 	.8	 	 	.866666666666667	.666666666666667	.6	5.86	2.22	0	1
35981	2	26	15	1	1	-99.99	1	-99.99	8	10	10	.800761236645837	.487008188337646	.770769069941647	.8	1	1	.733333333333333	.2	.8	6.98	2.33	0	1
36018	1	74	30	8	1	30	2	30	8	4	5	1.11296067161827	-.592121109425586	.911757920338204	1	.6	.8	1	.3	.4	7.79	1.99	.4	1
36028	2	70	-99.99	7	7	-99.99	7	-99.99	7	10	1	1.08550827655679	.32021079513519	-.16912384852705	.6	.8	.6	.666666666666667	.5	.6	5.78	1.32	0	0
36048	1	58	21	1	6	21	6	21	8	6	6	.365495928553028	.190043654181795	.375027353527906	.8	.8	.8	.8	.466666666666667	.6	6.58	2.17	.2	1
36054	2	50	24	7	7	31	7	24	8	7	8	.0549554850487099	.469997279716975	.683433031272127	.6	.6	.6	.733333333333333	.6	.6	5.1	1.41	0	0
36064	1	61	31	3	 	 	 	 	1	 	 	-.613475706435512	 	 	1	 	 	.8	.8	.6	5.1	1.41	.8	0
36082	2	29	15	1	 	 	 	 	10	 	 	.0776859867776599	 	 	1	 	 	.733333333333333	.5	.4	6.77	2.54	.4	1
36084	2	68	15	6	6	15	6	15	1	2	1	-1.3190930545614	-.789001474720725	-1.62485358924873	1	.6	1	.6	.2	.6	6.82	2.22	-.8	1
36100	1	26	25	-99.99	-99.99	25	9	25	4	3	3	.293051329891462	-.563510283372478	-1.03058267233019	1	.8	.8	.6	.733333333333333	1	5.725	1.94	0	0
36113	2	37	33	9	-99.99	-99.99	 	 	 	5	 	 	.16504762996354	 	 	1	 	.333333333333333	.2	.6	6.37	1.75	 	1
36134	2	52	-99.99	9	9	-99.99	7	-99.99	7	6	8	.627352890954593	.122713657404523	-.420576984288292	.6	1	1	.6	.6	.6	5.69	1.62	0	0
36160	1	42	-99.99	2	2	-99.99	2	-99.99	10	8	8	.839874251573031	.851195826886223	.60941565503533	.8	.8	.8	.666666666666667	.733333333333333	.6	7.2	2.02	.4	1
36185	2	24	30	1	2	23	2	23	8	8	8	.805673588937955	.611589728985338	.843251210743143	1	1	1	.533333333333333	.8	.8	7.36	2.53	.6	1
36191	2	57	32	2	2	-99.99	2	22	10	8	10	.784340119616537	.888856147553333	.342074496064048	1	1	1	.533333333333333	.2	.6	7.21	2.3	.2	1
36253	2	31	-99.99	-99.99	6	15	6	15	7	5	4	-.664251921901547	.0595246145884922	-.278436073367098	.8	1	.8	.4	.2	.6	6.83	2.61	-.8	1
36268	2	36	30	6	1	-99.99	1	-99.99	8	7	8	 	.341305824901453	.549322096716239	1	1	1	.733333333333333	.333333333333333	.6	6.5	2.25	.2	1
36308	2	44	32	1	2	-99.99	2	33	10	5	10	1.00748521322458	.672415588501011	1.45263876975189	1	1	1	.666666666666667	.2	.6	6.69	2.44	0	1
36333	1	58	18	1	1	18	 	 	4	5	 	-1.33885847913866	-1.22451086997498	 	1	1	 	.666666666666667	.8	.8	6.6	2.59	-.2	1
36337	2	38	15	2	2	15	2	15	2	3	5	-.738972882197128	-.962217408499587	-1.04433478210659	.8	.6	.6	.666666666666667	.8	.6	6.11	2.26	0	1
36346	1	65	13	-99.99	9	13	1	13	10	1	10	1.07440516909431	1.44558051634485	1.7287665429683	1	1	1	.733333333333333	.6	.6	6.05	2.58	1	1
36377	1	28	33	7	7	31	7	32	6	6	8	.056306690129864	.14217568407931	.129972351465422	1	.8	.8	.733333333333333	.333333333333333	.6	5.875	2.3175	-.2	0
36378	1	53	20	2	2	20	 	 	8	8	 	.313204619004262	.79238242691911	 	.8	1	 	.8	.533333333333333	1	5.97	1.99	0	1
36381	2	68	31	3	5	31	5	31	1	2	4	-.886905714885127	-1.19375411313907	-.970754243683819	.8	1	.8	1	.4	.8	5.66	2.49	0	0
36454	2	50	21	2	2	18	2	18	10	10	8	1.92167380391983	1.83764397962844	1.73397963773214	1	1	1	.6	.6	.6	6.57	2.57	.2	1
36529	1	62	19	1	 	 	 	 	1	 	 	-1.79014296427268	 	 	1	 	 	.6	.6	1	6.11	2.67	-.4	1
36535	2	77	-99.99	6	1	21	 	 	1	1	 	-.746862396754167	-.363055181896383	 	.2	.2	 	.466666666666667	.2	.4	6.5	2.25	1	1
36608	2	71	31	5	5	31	5	31	8	8	5	.817673083283566	.234817709384639	.411504194621509	.8	1	.4	.933333333333333	.7	.6	5.39	1.55	.4	0
36672	2	61	-99.99	-99.99	 	 	 	 	10	 	 	1.54520305008426	 	 	1	 	 	.2	.466666666666667	.6	6.82	2.48	1	1
36725	1	42	20	2	6	15	 	 	10	10	 	.847017195557304	1.23155218309282	 	1	1	 	.866666666666667	.6	.6	5.905	2.195	0	1
36743	1	60	13	2	 	 	 	 	6	 	 	.523894495131459	 	 	1	 	 	.6	.4	.6	6.5	2.25	.2	1
36787	1	73	20	2	2	20	6	20	10	5	5	.713833238403689	-.0699463690053533	-.00750554794709146	.6	.6	.4	.866666666666667	.5	.6	6.13	2.11	0	1
36820	1	42	18	6	6	18	 	 	3	3	 	-.992488224472568	-.693012881617266	 	.8	.8	 	.6	.466666666666667	1	6.69	2.44	-.2	1
36852	2	48	20	1	2	20	 	 	5	2	 	-.0916180073711672	-.380761283887003	 	1	1	 	.666666666666667	.466666666666667	.6	5.97	1.99	 	1
36871	1	51	15	2	2	21	 	 	8	2	 	-.923019875342666	-.61324530228116	 	1	1	 	.8	.6	.8	6.65	1.87	-.2	1
36954	2	49	30	-99.99	-99.99	30	 	 	1	1	 	-2.20162649623233	-2.38175529860174	 	1	1	 	.666666666666667	.2	1	7.03	2.42	-.4	1
36962	2	45	-99.99	7	-99.99	26	-99.99	24	7	10	1	 	.585298767944361	-.476457058915883	.4	.6	.2	.6	.2	.6	5.39	1.55	0	0
36963	2	38	-99.99	2	2	32	 	 	8	8	 	.0798624593650217	-.047231618795648	 	.2	.8	 	.466666666666667	.2	.6	6.98	2.79	-.2	1
37028	2	64	30	2	 	 	 	 	8	 	 	.657039765446588	 	 	1	 	 	.866666666666667	.2	.6	6.13	2.49	0	1
37078	1	21	30	9	8	30	 	 	3	6	 	-1.71774728237995	-.983409611390201	 	.6	.8	 	.8	.2	.6	6.9	2.15	-.2	1
37166	1	31	13	2	2	15	 	 	1	1	 	-1.98086739509313	-1.29814180743324	 	.8	.8	 	.8	.2	1	6.82	2.48	-1	1
37191	1	32	32	1	 	 	 	 	10	 	 	.260964808696247	 	 	1	 	 	.866666666666667	.2	.8	7.03	1.9	-.2	1
37202	2	61	31	5	7	31	5	31	5	8	8	1.07954352168679	1.78281778189719	.669490176587969	1	1	1	.533333333333333	.8	.2	5.21	1.76	.4	0
37244	2	57	15	2	2	15	2	15	3	2	2	-1.73941857846422	-1.36462674020389	-1.56537360946467	1	1	1	.8	.6	.8	6.97	2.41	-.6	1
37265	2	39	32	9	9	24	5	31	4	8	5	-.287179011057071	-.40708965798274	.16211135577788	.4	.8	.8	.733333333333333	.2	.6	5.56	1.28	 	0
37291	1	61	23	2	1	23	 	 	10	10	 	.869427986627888	.615934496521906	 	1	1	 	.733333333333333	.533333333333333	.6	7.54	2.6	0	1
37322	2	57	33	9	9	33	3	32	4	3	1	-.649815893100106	-.283538909212186	-.851706350773048	.8	.6	.8	.533333333333333	.6	.8	5.12	1.46	-.6	0
37331	2	38	11	1	1	30	 	 	6	5	 	.533503090061698	.225763748436227	 	.6	.8	 	.666666666666667	.533333333333333	.4	7.54	2.07	1	1
37334	2	58	13	2	 	 	 	 	5	 	 	.987662743682533	 	 	1	 	 	.733333333333333	.733333333333333	.6	7.54	2.07	0	1
37346	2	39	30	1	2	-99.99	 	 	6	3	 	-.611126768573778	-.991655872922792	 	1	1	 	.733333333333333	.466666666666667	.8	7.23	2.45	0	1
37363	2	48	32	2	2	30	2	30	10	10	10	1.01045047249142	1.19824888667158	.634780907932805	1	.8	1	1	.266666666666667	.6	6.97	2.61	-.6	1
37428	2	41	31	3	3	31	3	31	5	5	5	-.28103560794541	-.437686937483192	.420838396180262	1	.6	.4	.666666666666667	.2	.6	5.8	2.33	 	0
37459	2	45	31	3	 	 	 	 	10	 	 	-.124417909721562	 	 	.6	 	 	.8	.333333333333333	.6	5.31	1.75	0	0
37516	2	64	32	2	2	30	6	32	5	5	5	.453710915952213	-.571764547270034	-.293027610008554	.6	1	1	.866666666666667	.5	.6	6.31	2.49	0	1
37546	2	59	21	-99.99	-99.99	21	-99.99	21	7	8	7	.149034562063645	.346527878503079	.354558108106988	.4	.6	.6	.466666666666667	.3	1	6.67	2.14	0	1
37566	2	22	15	2	2	15	2	15	1	1	1	-2.652583927726	-2.00378109773792	-1.76911242615614	.4	.8	.8	.6	.866666666666667	.8	6.89	2.43	-.6	1
37637	2	72	32	3	 	 	 	 	10	 	 	-.0903997518473523	 	 	.6	 	 	.866666666666667	.2	.2	5.58	2.05	0	0
37645	1	50	20	2	2	20	2	20	7	7	9	.479150019655685	.533544417353745	.716466352389893	.8	.8	.8	.666666666666667	.6	1	6.12666666666667	1.90333333333333	0	1
37681	1	80	13	2	2	13	1	13	6	7	6	-.239240389846906	.219984737919988	-.281607453737362	1	.8	1	.8	.4	1	6.09	2.6	.6	1
37682	2	83	19	6	1	19	 	 	3	10	 	 	.259246291581536	 	1	1	 	.733333333333333	.3	.6	6.09	2.6	.4	1
37688	2	56	15	1	2	15	9	15	5	5	7	.254857145495811	.195838202369561	.22567796572157	.6	.8	.8	.666666666666667	.8	.6	7.66	2.52	0	1
37751	2	55	24	5	5	31	5	24	6	5	4	-.961203533800268	-.413320219280876	-.889541788505471	.6	.6	.8	.666666666666667	.2	.2	5.85	1.24	0	0
37769	2	43	30	2	2	23	2	23	7	8	10	.0228206494269714	.831038563837808	1.06759133998008	.6	1	1	.933333333333333	.666666666666667	.6	7.66	2.52	.4	1
37797	2	56	14	2	2	13	2	14	5	5	5	-.459311998355083	-.537181519558369	-.755914141754996	.2	1	.6	.866666666666667	.2	.8	7.54	2.07	0	1
37798	2	45	-99.99	2	2	-99.99	2	-99.99	7	10	10	1.33422624238035	.972717726283006	1.32187879740084	1	1	1	.466666666666667	.2	.6	6.94	2.28	0	1
37799	2	41	32	2	2	32	2	30	8	5	8	.843053144156542	1.06154707514324	.989259857377191	.6	.4	.6	.933333333333333	.2	.6	7.54	2.07	0	1
37801	1	78	-99.99	-99.99	 	 	 	 	10	 	 	1.6791989738755	 	 	1	 	 	.2	1	.6	6.94	2.28	-.8	1
37832	1	35	13	2	1	14	1	13	8	8	4	.907720467316069	.355782378362451	.168487424068087	1	1	1	.6	.4	1	6.94	2.49	.4	1
37834	2	62	21	2	2	30	2	21	4	3	1	-.613498338085066	-.540565894857274	-.0408047340635957	.6	.6	1	.866666666666667	.866666666666667	.6	6.69	2.03	-.2	1
37863	2	85	32	2	2	32	2	30	5	10	8	 	.888654025033469	.882130156156587	1	1	1	.866666666666667	.2	.6	5.88	2.1	.6	1
37915	1	83	13	6	2	30	6	30	10	9	8	1.04373014106268	1.34279423593518	.660389980134277	1	1	.8	.8	.4	.8	6.01	2.04	.2	1
37948	1	30	24	3	3	24	 	 	10	10	 	2.10439084046659	1.34365245464418	 	1	1	 	.933333333333333	.733333333333333	.6	5.64	1.35	.6	0
38009	2	62	21	2	2	21	2	21	9	8	8	.476368176725777	.666419728832756	.6710419853276	.4	.8	.8	.8	.6	.6	6.67	2.14	0	1
38052	2	69	31	3	9	31	3	26	1	7	1	-.202137005017188	-.744269145267644	-1.23125479387481	.6	1	1	.733333333333333	.6	.8	5.59	1.25	0	0
38073	1	64	32	6	-99.99	32	-99.99	30	10	10	8	1.31691393858087	1.71490328596876	1.17717142276248	1	1	.6	.866666666666667	.666666666666667	1	6.165	2.2425	.6	1
38093	2	68	13	1	1	14	 	 	8	2	 	-.00483300029304544	-.288035992030532	 	.6	1	 	.933333333333333	.2	1	6.67	2.11	0	1
38217	1	20	13	9	-99.99	13	-99.99	13	6	5	5	-.526752751887912	-.237106362129197	-.614354887349784	1	.8	.8	.6	.2	.8	7	2.39	-.2	1
38227	2	55	33	7	9	24	 	 	10	9	 	1.10886725550263	1.09869223435716	 	.8	.8	 	1	.733333333333333	.4	4.96	1.18	 	0
38273	2	78	13	2	2	13	 	 	5	7	 	.0841525482004975	.244110082416709	 	.8	.8	 	.933333333333333	.5	.6	6.82	2.48	1	1
38277	1	50	23	2	2	30	2	23	5	3	1	 	-.702213260531581	-1.23118456061358	1	.6	1	.8	.933333333333333	.8	7.58	2.46	0	1
38285	2	25	13	1	-99.99	20	 	 	7	6	 	 	-.0890453560562118	 	.4	.8	 	.666666666666667	.666666666666667	.8	6.23	1.66	-.4	1
38287	1	66	20	6	6	31	6	32	4	4	7	-.00779429043407921	-.0756323586217926	-.307995003914998	.6	.8	.8	.666666666666667	.5	.8	5.88	2.1	.4	1
38393	1	48	33	6	 	 	 	 	2	 	 	-1.69971679300549	 	 	.8	 	 	.466666666666667	.4	.6	6.08	1.76	-.6	1
38420	1	62	-99.99	-99.99	9	32	8	-99.99	10	10	10	.100460396663677	-1.32051710636823	-.1409520130336	1	1	1	.2	.6	.2	6.43	1.88	0	1
38442	2	47	30	2	2	30	2	32	7	7	8	.17643434002791	-.315093429170962	.440086755637117	1	1	1	.8	.2	.6	6.13	2.29	.6	1
38454	2	73	18	-99.99	2	18	2	18	7	7	4	 	.20100350677679	-.104324653727491	.6	.6	.6	.333333333333333	.733333333333333	.6	6.69	2.44	0	1
38529	1	65	11	1	1	15	 	 	7	6	 	.14022348128091	-.345674828825288	 	.8	.6	 	.933333333333333	.5	1	6.76	2.37	0	1
38577	2	42	13	2	 	 	 	 	5	 	 	.193797713767889	 	 	.2	 	 	.933333333333333	.2	1	6.87	2.44	0	1
38609	2	36	-99.99	2	2	22	2	-99.99	8	2	5	-.203721410152285	-.526751286980823	-.876622641780547	1	.2	1	.733333333333333	.466666666666667	.6	7.61	1.58	-.6	1
38647	2	50	30	6	6	30	6	32	10	10	8	1.26121138500477	.617060226382409	.41826766957434	1	1	1	.8	.2	.6	6.065	1.785	0	1
38652	1	31	13	6	 	 	 	 	3	 	 	-1.67079358218667	 	 	1	 	 	.666666666666667	.2	1	6.82	2.48	-.4	1
38668	1	29	31	5	3	31	5	31	5	4	2	-1.762327743662	-.932432433072141	-.965673741885192	.6	1	1	1	.4	1	5.31	1.56	.4	0
38691	1	44	32	1	1	31	1	18	5	1	3	-.984308733706226	-.551160768340747	-1.18989933958303	1	1	1	.6	.266666666666667	1	6.5	2.44	-.2	1
38732	1	41	15	8	 	 	 	 	7	 	 	.299980669252697	 	 	.8	 	 	.733333333333333	.2	.8	6.76	2.37	-.2	1
38756	1	73	19	1	1	19	6	19	9	10	8	.229734112341348	.362009731250274	.42679897911036	.6	1	1	1	.4	.6	5.01333333333333	1.32666666666667	.8	0
38834	2	21	17	1	 	 	 	 	9	 	 	 	 	 	1	 	 	.9	.266666666666667	.6	6.11	2.67	1	1
38838	1	51	33	2	2	30	 	 	5	6	 	-.236431117938137	-.0329859444151805	 	1	1	 	.733333333333333	.2	1	6.93	2.08	0	1
38943	2	52	31	-99.99	3	31	-99.99	32	1	1	1	 	-1.3403491096409	-1.72165254598224	1	1	1	.466666666666667	1	1	5.54	2.17	-.6	0
38982	2	63	25	3	5	25	 	 	3	5	 	 	-.813110318329936	 	.6	.8	 	.666666666666667	.3	.8	5.54	2.17	.4	0
39134	2	80	-99.99	1	2	30	2	30	5	10	10	.0919908595150403	.882380884612785	.42017056134074	1	1	.8	.533333333333333	.6	.6	6.36	2.2	.4	1
39188	2	71	-99.99	6	 	 	 	 	10	 	 	1.7560809690617	 	 	1	 	 	.666666666666667	.2	.4	7.6	2.53	0	1
39224	2	25	30	2	 	 	 	 	7	 	 	.394900929670202	 	 	.8	 	 	.6	.533333333333333	.6	5.81	1.88	0	1
39240	2	28	14	9	 	 	 	 	7	 	 	1.0408897080157	 	 	.8	 	 	.866666666666667	.666666666666667	1	6.82	2.48	.2	1
39283	2	63	31	3	9	31	5	-99.99	10	8	10	.400360585233735	.338491538760054	.762955336673967	.8	.8	.8	.8	.4	.2	5.41	1.51	0	0
39342	1	42	31	3	 	 	 	 	6	 	 	.368726861710788	 	 	.8	 	 	.733333333333333	.4	1	6.062	1.252	.2	0
39368	2	57	32	1	6	32	 	 	5	9	 	.440210312155461	-.00685368237793859	 	.6	.6	 	.6	.6	.4	6.37	2.53	0	1
39369	1	65	13	-99.99	-99.99	13	 	 	6	6	 	 	.859503288478452	 	.4	.2	 	.666666666666667	.2	1	7.46	2.59	-.8	1
39438	2	28	20	2	 	 	 	 	4	 	 	-.625165655005745	 	 	.6	 	 	.733333333333333	.666666666666667	1	5.97	1.99	-.2	1
39476	1	64	23	2	2	23	2	23	6	5	5	-1.07610795543811	-.825553342067853	-.378700953802057	1	1	.4	.733333333333333	.3	.6	7.42	2.55	0	1
39500	2	55	25	5	 	 	 	 	10	 	 	 	 	 	.6	 	 	.666666666666667	.666666666666667	.6	5.06	1.18	.2	0
39535	2	29	17	1	1	15	 	 	10	9	 	.767186509554657	-.273809511805977	 	1	1	 	.866666666666667	.6	.6	6.77	2.54	0	1
39540	2	54	15	2	2	15	2	15	8	8	8	.387814415045492	.0725869674311961	.401230040761392	.8	.6	.4	.733333333333333	.733333333333333	.6	6.82	2.48	-.8	1
39583	1	36	15	2	 	 	 	 	10	 	 	.0731668181077358	 	 	1	 	 	.8	.266666666666667	.8	6.69	2.03	.2	1
39592	1	28	13	6	6	14	 	 	3	3	 	-1.3097112538488	-.773626094432356	 	.8	.8	 	.8	.2	1	6.82	2.48	-.2	1
39596	2	22	25	-99.99	-99.99	16	-99.99	15	5	2	1	-1.95670554105171	-1.78976696804235	-2.05334518645235	1	.4	1	.466666666666667	.733333333333333	.8	7.03666666666667	2.30333333333333	0	1
39631	2	26	23	2	 	 	 	 	5	 	 	1.20302453680159	 	 	1	 	 	.666666666666667	.2	.6	7.38	2.56	.4	1
39689	2	49	32	2	 	 	 	 	9	 	 	1.01440301185167	 	 	.6	 	 	.666666666666667	.6	1	5.97	1.99	-.8	1
39711	2	75	30	2	1	30	6	32	8	8	9	1.77461386901003	1.39158906375781	2.17065866527375	.6	.8	1	.666666666666667	.5	.2	7.09	2.68	.6	1
39739	2	53	15	-99.99	-99.99	15	 	 	1	1	 	 	-2.24608953300345	 	1	1	 	.6	.666666666666667	.6	7.32	2.39	-.6	1
39880	1	68	13	2	2	13	2	13	5	5	5	-.891958955018401	-.0474478967709127	-1.26841173107851	1	1	1	.733333333333333	.3	.6	6.82	2.48	-.2	1
39899	2	72	32	1	2	30	1	18	5	5	8	-.249880195909833	-.357698287384606	.190991272254801	1	1	.6	.866666666666667	.6	.6	7.3	2.71	0	1
39916	2	71	23	6	6	23	2	23	8	8	8	.307557730296743	.652023191560532	1.06154563453606	1	1	.8	.8	.6	.6	7.26	2.56	0	1
39960	1	59	32	2	 	 	 	 	5	 	 	.212855510600928	 	 	.6	 	 	.666666666666667	.266666666666667	.6	6.68	2.35	.6	1
39961	2	58	32	2	2	30	2	13	9	8	8	.574583114003397	.672505745203464	.22494873864017	.8	.8	.8	.733333333333333	.533333333333333	.6	6.91	2.31	1	1
39989	2	65	15	-99.99	-99.99	15	-99.99	15	5	5	2	-1.35118075744068	-1.52144516264103	-.84195636495042	.6	.2	.8	.666666666666667	.8	.6	6.91	2.31	0	1
40029	2	71	-99.99	-99.99	-99.99	32	 	 	1	1	 	-2.27513231920844	-1.90864700834499	 	1	1	 	.333333333333333	1	.6	6.35	2.41	-1	1
40039	2	72	13	-99.99	-99.99	14	-99.99	13	5	5	7	 	.275976214626348	-.756873531613888	.2	.2	1	.6	.6	.8	6.87	2.44	.4	1
40066	1	18	30	2	2	30	2	30	2	2	1	-1.28423779279179	-.688485296670984	-2.04319728410083	1	.8	1	.466666666666667	.6	.8	6.84	1.86	-.6	1
40071	2	23	-99.99	1	1	-99.99	 	 	1	1	 	-.691969920166428	-.261593465787057	 	.2	1	 	.333333333333333	.333333333333333	.6	6.02	1.95	0	1
40073	1	40	20	2	2	20	 	 	7	10	 	1.10254279820015	1.22958516375081	 	1	1	 	.466666666666667	.4	.6	6.02	1.95	.6	1
40081	2	61	19	-99.99	-99.99	19	-99.99	19	6	5	3	-.142571011711238	-1.44700966374849	-.437354088716078	1	.6	.8	.7	.4	.8	6.11	2.67	0	1
40135	2	40	31	9	9	31	9	32	5	4	2	-.604595895290997	-1.08848486589352	-.563399161094489	.6	.6	.2	.666666666666667	.2	.6	5.69	2.51	0	0
